User Name,Review Date,Rating,Review Body
This is great product from parents or grandparents and comfort,"Reviewed in the United States on February 24, 2025",3.0 out of 5 stars,thank
Tina B,"Reviewed in the United States on December 20, 2024",3.0 out of 5 stars,VERY CHEAP LOOKING. ONLY 7 DOLLARS BUT COME ON. ITS LIkE A DIME NOVEL. CHEAP CHEAP PAPER.
Derek,"Reviewed in the United States on April 9, 2024",3.0 out of 5 stars,"Honestly, this book could have been required reading in schools on the subject of Tyranny and its repetitions in history. The purposeful framework of the constitution and why it’s so incredibly important. But littered throughout is the Author’s disdain for Trump as if he’s trying to predict the second coming of Hitler which was not the case at all. It just mars what could have otherwise been something I’d recommend without hesitation."
Robert,"Reviewed in the United States on December 31, 2023",3.0 out of 5 stars,It tells us to resist tyranny but tells us next to nothing to help us understand why the enablers are powerful. Nothing about our own near-misses in 1800 and 1860; nothing about the attraction of hatred and false certainty; nothing about economic mobility or class warfare.
T. Burrus,"Reviewed in the United States on December 18, 2023",3.0 out of 5 stars,"The author provides gripping historical facts to support his biased position. However, he fails to provide support for the criticisms he lodges against the individual he despises. On the contrary, many of the actions he attributes to the former president are more evident in the current administration."
Tim,"Reviewed in the United States on November 22, 2023",3.0 out of 5 stars,The book has some solid and valid points to make. The problem is when he jumped into the 2016 election and failed to realize that he fell into manipulation by politicians and news outlets. Wasn’t the point of the book to help people avoid these situations? I would say read the book but don’t be blinded by your own biases as to miss the queues when things start to go off the rails. I downloaded the audible copy of his book.
LWalter,"Reviewed in the United States on November 9, 2023",3.0 out of 5 stars,"Snyder has written (2017) an amazing little book for these troubled times.

On the other hand, the quality of the print-to-order book/object is beyond disappointing and hardly better than a photocopy.

Nor does Amazon happen to mention this. I bought the book back in 2017 and it was a good quality book. I just replaced it with this purchase. Disappointing."
Daniel M. Tuominen,"Reviewed in the United States on September 11, 2023",3.0 out of 5 stars,"The content and lessons here are good and generally accurate.

The book suffers from his Trump Derangement Syndrome (on a scale of 1 - Sam Harris he’d be in the middle). Listening to this in 2023 you really feel more of these apply to the current US regime than what he feared would happen under the Trump administration.

I’m sure the author will release an updated version with a similar derision on all the ways the Biden administration and deep state have been pushing us towards tyranny, right? Or is tyranny just something to be feared if it’s the side you despise who is marching towards it?"
LB Hialeah,"Reviewed in the United States on June 20, 2023",3.0 out of 5 stars,"This book (more like a long pamphlet) is too short. The twenty or so topics covered are important. The author knows his stuff and makes the history relevant to today's political climate in the USA. However, I wanted greater depth. Thus the 3 instead of 5 stars. Hopefully the author will write a fleshed-out version, which I will read.

Also, I wish he had called a spade a spade and explicitly named former president. Oblique references to Trump give the book a bit of a smarmy feel."
Joshua Carson Combs II,"Reviewed in the United States on March 31, 2023",3.0 out of 5 stars,"The 20 lessons themselves are worth the money, the beginning of every chapter is the best parts of the book. The wisdom is there, indulge yourself with that.

However the author is so blatantly bias politically speaking that it ruins the points he’s trying to convey. I DO NOT LOVE Trump, but I don’t hate him either. The authors comparisons of Trump and Hitler are such a high reach that Shaq couldn’t even grab it. Personally I just wish we would all move on from the guy, but some people are just so enthralled by what he is. Trump was FAR from perfect, not great whatsoever. I might even buy that he was bad. But the authors complete disregard of every lefty puppet master playing the same game the Conservatives/ Right wingers do is just simply unsavory. If you’re going to hate on politicians just make sure to hate on all of them.

Everything outside of the continuous bashing of Donald Trump was great, but if you’re at all like me and are tired of hearing people piss and moan about someone who isn’t even the president or an elected official anymore; it will completely throw you out of the book. If you’re an ANTIFA member you’ll love this book."
