User Name,Review Date,Rating,Review Body
Amazon Customer,"Reviewed in the United States on March 8, 2025",1.0 out of 5 stars,His history is interesting but trying to connect is to 2018 was a mistake. TDS is a very real thing. It didn't age well.
Jonathan Light,"Reviewed in the United States on March 5, 2025",1.0 out of 5 stars,"It is sad to see what was once a decent
historian became a worthless partisan. A very narrow minded absurdist. If only he cared about truth as much as expressing his obvious political view."
Ben D,"Reviewed in the United States on February 15, 2025",1.0 out of 5 stars,I have read a lot of good historical books from all different political perspectives. This book is far from one of them.
Alisa Engler,"Reviewed in the United States on February 10, 2025",1.0 out of 5 stars,Printed so text was not completely on page .
W. S. Jones,"Reviewed in the United States on February 9, 2025",1.0 out of 5 stars,Seems like a good book on the surface until you realize it's just an anti-President Trump. You would think people wouldn't fall for this stuff since he is in his second term.
Amazon Customer,"Reviewed in the United States on January 28, 2025",1.0 out of 5 stars,"This book is a classic example of Reductio ad Hitlerum, employing the ""Nazi card"" by drawing parallels between Donald Trump and Adolf Hitler or the strategies of the Nazi Party. It attempts to reduce the president's actions or policies to those associated with Hitler, framing the comparison as central to its argument.

If you want to learn about tyranny, do not waste your time with this book. Glad I got this book second hand. Now it will go to the recycle bin."
Mario Alabi,"Reviewed in the United States on January 20, 2025",1.0 out of 5 stars,"He talks about the Holocaust of the Jews, now they are no longer victims, today they are the greatest genocidal murderers"
Justin,"Reviewed in the United States on December 30, 2024",1.0 out of 5 stars,This book is absolutely horrible. Literally just a hit piece against Trump. I'm a political science major and I can tell you the author was stretching at best. Definitely not worth the time to read.
Luke,"Reviewed in the United States on December 29, 2024",1.0 out of 5 stars,"I could make photocopies of each page of this book and use the highest quality optical character recognition software to digitize it, place it online in pdf format for download, and any attempt to claim that I have infringed on a copyright would be lost in court. The only part of the book that was printed correctly was the front cover and the back cover. The rest was crime against typesetting that rendered the book completely unreadable. Even a basic quality check by a non-english speaking checker would be able to see that something had gone horribly wrong in the printing of this book. Seriously, do better."
P. Knutson,"Reviewed in the United States on December 28, 2024",1.0 out of 5 stars,"While the author may have noted some interesting historical tidbits, the book shows no critical discernment concerning current events, which calls into question its handling of historical records, leading one to realize it is basically a waste of time to read it."
Tammy Van Huffel,"Reviewed in the United States on November 19, 2024",1.0 out of 5 stars,Nothing to like….
Alexandra,"Reviewed in the United States on November 1, 2024",1.0 out of 5 stars,Sad to find that what I thought was a useful academic work turned out to be a biased political opinion. Disappointing how the author refers to a particular president as an example for certain situations but completely fails to reference other presidents that would fall right into de description of others. One can only assume is due to political preference. It is a missed opportunity for a great lesson on tyranny.
Thori,"Reviewed in the United States on October 9, 2024",1.0 out of 5 stars,"The book started out with some good examples and ideas. It makes it seem like the book was intended for the governmental system that we as the people should be aware of. Instead, the author wrote this book with a certain person in mind. Perhaps a personal dislike despite other politicians doing very similar things. I would not recommend this book to anyone. There are better books out there on tyranny."
Eddie,"Reviewed in the United States on September 24, 2024",1.0 out of 5 stars,"Please check out the length of the book before purchasing using Audible credits. It's only 128 pages long. Shame on Amazon for even offering this as a 1 credit audible credit purchase. I have burned through many, many, credits for worthy purchases at many multiples of the length of this title."
