User Name,Review Date,Rating,Review Body
adroll,"Reviewed in the United States on March 7, 2025",5.0 out of 5 stars,This book is a must read for parents and even non parents to learn about how social media and phone based childhoods are causing lasting damage. A lot of great points were made that I never thought of before.
Anne Layton,"Reviewed in the United States on March 5, 2025",5.0 out of 5 stars,"This is an important book that should be read by every parent. Beyond that, we all should read and understand its message."
Corrina M Patzer,"Reviewed in the United States on March 4, 2025",5.0 out of 5 stars,"The data in this book is amazing and terrifying all at once. I have recommended this book to so many people since finishing it myself. Anyone with children should be required to read this book. I also appreciate that in addition to providing the data, it also has some real world recommendations to try and improve the problems we are seeing because of social media and phone based childhoods."
Will Sharp,"Reviewed in the United States on March 3, 2025",5.0 out of 5 stars,Great information for parents and educators. Opens your eyes to changes that need to happen with our youth regarding screen time
dima,"Reviewed in the United States on March 3, 2025",5.0 out of 5 stars,"One of the best useful truth telling books I have read lately. Highly recommended.
I’m going to give this book to my teenage son."
Angela Stieber,"Reviewed in the United States on March 2, 2025",5.0 out of 5 stars,Great read that puts things into a full perspective. Things have greatly changed in our society both culturally and technologically.
J.D.,"Reviewed in the United States on March 1, 2025",5.0 out of 5 stars,"Strong, evidence-based book that avoids drawing sweeping conclusions (like that all social media, video games, or porn are bad) but that asserts that a significant tech change is happening and that serious, coordinated responses are needed.

Haidt argues that parents and society have both over-protected children and young people in the real world, while simultaneously under-protecting children and young people online. This has resulted in a mental health crisis and a “great rewiring” of an entire generation’s adolescence via its’ migration online.

I really appreciate how reasonable and common-sense Haidt makes his solutions: broad, but actionable. There are some policy suggestions for government, but most things are actionable by parents and families in the grassroots and culture, and even individual choices. Rather than vague nostrums or demanding a major commitment to activism, there’s a lot of middle ground here for a parent to choose from depending on their level of time and agency. Even if no policy-level changes occurred, Haidt seems to provide a roadmap to where about 90% plus of the damage done by the “Great Re-wiring” could be reduced through a household’s intentional planning.

As an educator and parent, reading this book was like getting the answers to the test. Or seeing an X-ray of what’s going on everyday in my life. I can’t think of a book that has resonated more with my lived experience in the last 10 years than this text. I am seeing the things he is describing here almost every minute of every day. My school is starting to come around on this issue and we’re already seeing radically different results. I think the revolution is now."
Julie Lee,"Reviewed in the United States on March 1, 2025",5.0 out of 5 stars,"This book was so informative and much needed! Right now though, I'm considering never buying anything from Amazon again, due to the fact that Mr. Bezos is in cahoots with our dictator president and turning the Washington Post into a propaganda rag. In the end it appears billionaires don't care about the majority of us. It is too bad, because the Amazon site was pretty visionary and I was slightly addicted to it. Now I am in the process of cancelling all of my Amazon subscriptions. Jeffrey, you can do better! I'll come back if you do."
michaela,"Reviewed in the United States on February 28, 2025",5.0 out of 5 stars,"Holy smokes. This book was hard to read because it was a heavy topic, but it was an EXCELLENT source of information for parents of kids/teens. It is undeniably one of the greatest resources for people trying to understand the impact of social media on kids and adults alike. I had to pause a few times and take a break because the information as overwhelming but the information is necessary to make good decisions regarding yourself or your kids. So glad someone put this information together for us."
Christopher Abplanalp,"Reviewed in the United States on February 28, 2025",5.0 out of 5 stars,wife loves the book for 3 kids
