User Name,Review Date,Rating,Review Body
Kimi808,"Reviewed in the United States on February 16, 2025",1.0 out of 5 stars,I just started to read my book and I noticed that it goes from page 22 skipping to page 87. The book seems to start from chapter one but is missing chapters 2 and 3; going straight to chapter 4. This is a big mistake and I hope nobody else had this problem with their book!!!
Stephanie Davis,"Reviewed in the United States on February 10, 2025",1.0 out of 5 stars,"His claims aren't based on data. He conflates correlation and causation. The ""evidence"" for one of his claims about child development is a video of his dog. I don't recommend this book."
The man,"Reviewed in the United States on February 10, 2025",1.0 out of 5 stars,"For me, he clarified, the book is terribly boring."
Book & Music Fan,"Reviewed in the United States on January 26, 2025",1.0 out of 5 stars,"Don’t waste your time or money on this book! It reads like a doctoral dissertation saying the same thing with repetition. Most of the message is common sense - keep your kids away from phones or screen time on other devices until at least high school, because it causes depression and anxiety. Keep them away from social media, pornography, etc. Get them outside to play more often and give them more in person social time. While these ideas are sound, the author makes it appear they are solely the reason for Gen Z distress and that is not the case. To imply it is is not reasonable. What is alarming is that although the author suggests that kids have more independence and get out of their rooms, he wants them to run errands alone in a day and age when you cannot do that for safety reasons. He also encourages helicopter parents, which negates a child having independence. The author also claims that lack of religion is to blame. While he claims that single parent and minority households have the most screen time, his generalizations are unfair. It makes the reader wonder if this author has children or even knows anyone in single parent or minority households. The book is primarily “scientific” information, graphs and generalizations that seem based more in opinion than facts. Angled to fit the author’s narrative. To find out if these generalizations were true, a large number of interviews were needed to see if it was the majority and it doesn’t appear those were done."
R,"Reviewed in the United States on January 26, 2025",1.0 out of 5 stars,Not sure why this book is being regarded as highly as it is.
Amazon Addict,"Reviewed in the United States on January 25, 2025",1.0 out of 5 stars,"The page jumps from 22 to 87, 118 to 55, etc. Pages 23 to 54 seem to missing altogether. I’d review the book itself but you can’t get past page 22. I’ve never experienced such a disorganized, sloppy print job."
rick heagerty,"Reviewed in the United States on January 18, 2025",1.0 out of 5 stars,"Parents have tried to remove all risk from their children's lives, even though a reasonable amount of risk is vital to proper development, and the world is actually safer today for children than it has been at any time in history.
On the other hand, children have substituted a virtual world for the real world, interacting through their cell phones with little or no supervision from parents, even though they are at much greater risk there.
Substituting virtual interaction for real interpersonal interaction during formative years (9-14) is harmful to a child's development and is irreversible, causing young adults to be more anxious and depressed. Parents should not allow children to have smartphones during this stage of their lives.
This thesis is intuitive, but it is examined in depth in the first chapter of the book. Every following chapter repeats the same message with the addition of some anecdotal and statistical evidence."
Kate Cedras,"Reviewed in the United States on January 16, 2025",1.0 out of 5 stars,"It’s fine, but nothing new or innovative. Offers solutions no one asked for. Shows totalitarian leanings toward increased government intervention while decrying evils of playgrounds that aren’t dangerous enough. It’s a book but it should have been an email… or a brief memo. If you have common sense you don’t need this book."
V. Smith,"Reviewed in the United States on December 13, 2024",1.0 out of 5 stars,Why did I get a version that had a sticker covering up an emblem on the cover saying “For sale in the Indian subcontinent only?”
wednesday anderson,"Reviewed in the United States on December 3, 2024",1.0 out of 5 stars,Please do not fill your smart head with this nonsense.
