User Name,Review Date,Rating,Review Body
Hannah,"Reviewed in the United States on March 2, 2025",1.0 out of 5 stars,Not impressed at all. My book is slightly damaged/ripped on the side.
Kate R.,"Reviewed in the United States on March 1, 2025",1.0 out of 5 stars,"The Kindle version is screwed up. Pictures attached. Seems to be associated with a different author, maybe a translation from another language gone wrong? Also there appears to be a difficulty with words starting with ""fi"" and some other words as well. Won't be trying Amazon again for this book. I'll happily go to Barnes and Noble."
Kathryn O'Neill,"Reviewed in the United States on March 1, 2025",1.0 out of 5 stars,Deceiving description of book . Sold as hardcover but is in fact a paperback book
Brody the Lion,"Reviewed in the United States on February 2, 2025",1.0 out of 5 stars,"There is so much about this book I can't comprehend. As a PhD, Licensed Clinical Psychologist, what stood out to me most is how brainwashed this young adult is. The saddest fact is that she is still drinking the ""kool-aid"" as she calls it. Yes. A different flavor, but kool-aid nonetheless. The second alarming fact is how she STILL has her social media accounts and is profiting from this abuse and dysfunction. I wish I had known the story before purchasing as I would NEVER had contributed to the continuation of her dysfunction."
C,"Reviewed in the United States on February 2, 2025",1.0 out of 5 stars,"I hope Shari and her siblings turn okay from this horrible experience.
This book on the other hand was awful. Clearly she didn’t write it. Each chapter, in multiple paragraphs, just says the same thing over and over again only using different words. There’s not a lot of actual events just rather different ways to say how scared Shari and her siblings were.
Definitely not worth the 20 some dollars."
