User Name,Review Date,Rating,Review Body
A,"Reviewed in the United States on February 2, 2025",2.0 out of 5 stars,"Presumably readers familiar with the author’s online presence will get the most from this memoir. I had not heard of the author’s or her mother’s youtube channel, but it seems that she and her LDS family were “influencers”, with frequent reality-type video posts. And now she follows up with a supposed tell-all book to expose her evil mother. But the book is more about the author’s emotional struggles growing up (due to her mother). For the first third of the book, we hear a lot about the author’s feelings about how she doesn’t feel loved by her media-minded mother (in the setting of increasingly apparent mental health issues). Besides the fear of getting into trouble for doing something wrong, there is also an apparent sense of loss for what could have been, had the author had a “normal”, loving mother. One who doesn’t make her take piano lessons or allows her to date or lets the car that her Dad gave her to be under her name. She wants to be a “normal” teenager. For me, as a middle-aged woman, I found it hard to connect with or sympathize with her. She came across as a typical insecure teenager (and not a particularly likable one).
The middle of the book was more about the impact of a weird psychoanalysis cult that her family got sucked into. (I loved the passive aggressive “invitation to leave” phrase; it is such a nice way of saying “Get lost”.) The author also falls prey to the very inappropriate attention of a much older married man. Ick.
It is the final third of the book in which we get a better sense of the mother’s “harsh and excessive discipline” (with no details), but still focusing on the author’s worries. By the end, she has benefited from time and distance and has been able to move on somewhat, with a healthier perspective about her mother & their shared past.
Besides for the author’s online fans, the book might also be suitable for teenagers, who could learn the perspective of an influencer and the potential superficiality of their media posts.
I won a free copy of this book (thanks to the author & publisher!) and am voluntarily providing an honest review."
Vincent L.,"Reviewed in the United States on January 23, 2025",2.0 out of 5 stars,"It was OK. I had zero background on the details described in this book prior to picking it up. Early on I found myself thinking that the author sounded pretentious, entitled, and arrogant. I pushed that thought away and dismissed it as me being overly critical. It wasn't until later chapters when Jody seems to have noticed the same things. What occurred by Jody and the mother clearly was not okay, but I am wondering to what extent the author is telling a narrative that suits her own agenda and needs rather than one based in truth. Because of that, it's taking away from an otherwise three star read."
Thicc & Ired,"Reviewed in the United States on January 23, 2025",2.0 out of 5 stars,"I am not entirely sure this memoir (?), personal recounting (?), or whatever it is classified as, is anything more than this girl/woman getting her piece of the pie.

Some parts of this read directly from court filings, and some parts were out of news reports, so I wondered if there was a ghost writer involved because it reads very ficticious outside of the known public facts. Also, would someone this traumatized actually do this? Write a book like this? And is it defamatory?

One of my notes is that every chapter ends with a mic drop statement. A dramatic page-turning, ""tune in next episode,"" remark to heighten the drama.

What happened here is a tragedy. A horror filled terrorization and tortuous behavior by these two monstrous women who truly deserve to spend the rest of their lives locked away.

Children were hurt, physically and emotionally, for their entire lives, and some barely survived. The level of seriousness and respect for the whole situation, not to mention Miss Franke's own victimization, seems to take a back seat to salacious details about affairs with married men grooming a literal child and how their church is misogynistic. Oh, shock, LDS treats women like breeding stock, who saw that coming.

It's just sick, and this book makes money off that.

I did not buy this. It was at my library, but really, it should have been written better or not at all.

Until Next Time,
MC"
Sophia House,"Reviewed in the United States on January 21, 2025",2.0 out of 5 stars,"It’s a really good book, but when it came in the mail it was dirty and dented so that’s very disappointing."
Sherry P.,"Reviewed in the United States on January 19, 2025",2.0 out of 5 stars,"The book is well written, without a lot of grammatical errors, which is refreshing. However, the story spans many years of Shari's childhood, into young adulthood, and (maybe in an attempt to keep it from becoming too long?) this means that there are a lot of missing details. There are gaps and holes throughout, and there isn't a lot of detail, which makes the telling more of just a skimming of the surface. The book focuses much more on how Shari felt, how Shari feels, how Shari will feel, than on the actual story that is supposedly being told.

No, I don't need graphic descriptions of physical abuse, but truly the most documented abuse mentioned refers to the kids living their lives online, which while likely horrible to deal with, especially as an adolescent, doesn't seem quite as devastating as what happens once Jodi Hildebrandt enters the picture. I have not read the journal entries of Ruby Franke, but I am sure the physical abuse of the younger children was absolutely unforgivable. Maybe that deserved a little more focus than some of the other details that seemed to be a common theme. There is not even any mention of how cops finally came to be at the Franke house, which we know from news reports was the result of one of the children escaping to a neighbor's home.

Shari repeatedly mentions that she doesn't want to have the family in the public eye, and even refuses to name the younger siblings in a laudable gesture of protection. However, here she is, writing a book, doing interviews, doing documentaries, and capitalizing on the whole sordid situation. There is a certain irony in that.

Overall, I am glad I read the book, even though it is vague and a bit monotonous. I hope that the children are doing well now and that Ruby and Jodi are living exactly the lives they deserve."
Robin,"Reviewed in the United States on January 13, 2025",2.0 out of 5 stars,"It strikes me as more than a little ironic that the path to healing from a lifetime of exploitation from a social media crazed, abusive mother is writing a book exploiting the exact same situation from a different POV. Clearly, the author learned the lesson well. She is now monetizing the very same experiences that gained her mother’s vlog so much fame and fortune. The apple didn’t fall far from the tree. Then, allegedly in the interest of “privacy”, readers are presented with a highly edited version of events that fall short of revealing many details and specifics. It becomes abundantly obvious that the abuse and exploitation was allowed to continue to keep the money rolling in, and tell-all “biography” is just another verse of the same song. I had never heard of 8 Passengers, since I am not at all into the whole social media frenzy, but it seems apparent that SF’s book was much better received by readers who had some familiarity with the vlog. And it’s hard to find fault with SK choosing to make a buck exploiting the exploitation, but without any familiarity with the original vlog, it fails to pack the same punch. Hope Franke and her family find healing and peace and break free of the past."
