User Name,Review Date,Rating,Review Body
Diana Ciuca,"Reviewed in the United States on January 17, 2025",3.0 out of 5 stars,"Depressing book. Even though I studied Neuroscience in college, most of the studies were surprising—but not in a good way. Too verbose for my liking."
Jenny Gyde,"Reviewed in the United States on January 14, 2025",3.0 out of 5 stars,"This reads like a textbook and was very hard to follow without having a few years of college under my belt first. I thought this was made for the regular Joe, but it discusses some pretty deep traumas and was hard to read. My main takeaway was I'm not cut out to be a therapist, but I was really looking for clarity in my own life."
Tatiana,"Reviewed in the United States on January 13, 2025",3.0 out of 5 stars,But I’m sure there is plenty of people who need this support.
K.A.K.,"Reviewed in the United States on January 8, 2025",3.0 out of 5 stars,"""We now know that there is another possible response to threat, which our scans aren't capable of measuring. Some people simply go into denial: Their bodies register the threat, but their conscious minds go on as if nothing has happened. However, even though the mind may learn to ignore the messages from the emotional brain, the alarm signals don't stop. The emotional brain keeps working, and stress hormones keep sending signals to the muscles to tense for action or immobilize in collapse. The physical effects on the organs go on unabated until they demand notice when they are expressed as illness. Medications, drugs, and alcohol can also temporarily dull or obliterate unbearable sensations and feelings. But the body continues to keep the score.""

I’ve dedicated January 2025 to reading books that have been languishing on my TBR list. The Body Keeps the Score is the first of four that I’ve chosen. I became interested in reading this after it was recommend by a podcaster I regularly listen to. I started and stopped it a couple of times in 2024. I wasn’t fully prepared for how dense it is.

The book begins with a history of the development of the modern medical approach to mental suffering and includes many examples from the author's own education and practice. There are a lot of scientific details and uncomfortable accounts of child abuse, sexual assaults, and wartime atrocities.

Things I liked:

The chapter on the body-brain connections, particularly the description of fight, flight, or freeze and the reasons behind the physical manifestations we experience during these states.

The part that discusses the paths to recovery. It was interesting to read about various treatment modalities.

Things I didn't like:

This is a long book and I kind of got lost in all the words. I feel like the word count could have been cut in half and it would have been a much more understandable read.

The author speaks of repressed memories as settled fact, but they have not been supported by research and are not universally accepted as true.

The details of various traumas, particularly child sexual abuse, seemed unnecessary and could be triggering for some individuals. I feel like this was an unwise inclusion in a book geared to people who have experienced trauma.

There is no discussion of the resiliency of humans. If you were to believe this book, everyone who has experienced trauma would be unable to function without professional help, but many do recover on their own and go on to live healthy, well adjusted lives.

I am glad I read this book to have an idea of what everyone is talking about and it did give me some things to think about, but I am surprised that it is so popular with such high reviews. It was a slog for me and I'm glad to be done reading it."
Mandi Mills,"Reviewed in the United States on January 6, 2025",3.0 out of 5 stars,"This book wasn’t for me. There’s nothing really bad about it, but sometimes you just know when a book isn’t a good fit for you, and that was the case here. It didn’t capture my interest, and I couldn’t quite connect with it. It might be great for others, but it just wasn’t my vibe."
GWS,"Reviewed in the United States on January 2, 2025",3.0 out of 5 stars,"This is one of few books I decided not to finish. It will definitely be a great read for some, especially those abused as children. My trauma started later in life not early childhood. Reading this book I began to question…was I a good enough parent? Did I hurt my kids in the womb? Are my feelings of trauma legit because I was not sexually abused as a child? So many questions…. This book was a step backward for my personal journey. It made my trauma feel less true. But, just because I was not a good audience for this book, does not make it any less valuable for so many others who are this book’s audience."
Lisa,"Reviewed in the United States on November 15, 2024",3.0 out of 5 stars,Not an easy read and it was far to technical for me and I didn’t get much use out of it
Caroline Dianne,"Reviewed in the United States on November 3, 2024",3.0 out of 5 stars,Back cover arrived bent.
J. Glassy,"Reviewed in the United States on September 15, 2024",3.0 out of 5 stars,This book is groundbreaking. It explains why medications often don't work for people with real trauma and such. It isn't for us patients as much as to explain to physicians so they can change how they are handling finding solutions. Also it helps to know our bodies ARE talking to us and they do take on all of what happens to us in life.
Jon R.,"Reviewed in the United States on August 25, 2024",3.0 out of 5 stars,Came damaged. Took forever and an hour on the phone to get a credit.
