User Name,Review Date,Rating,Review Body
Mylf26,"Reviewed in the United States on July 28, 2023",2.0 out of 5 stars,Some triggering and graphic depictions of PTSD events that were unexpected.
Kindle Customer,"Reviewed in the United States on June 19, 2023",2.0 out of 5 stars,I have migraines and No history of trauma so I returned the book.
BabyBear 🐻,"Reviewed in the United States on March 28, 2023",2.0 out of 5 stars,"Play Video
I would give the book itself a 5 Star review, but the quality of the handling dropped it to a 3 for me! Came with a decent sized cut in the back cover. Obviously a box knife or something similar was used to open the box and tore into the back cover and some of the last few pages. The front pages are bent but I’m sure that was because they came in a bundle."
Lizzz,"Reviewed in the United States on March 24, 2023",2.0 out of 5 stars,This book was recommended to me by a parent and a therapist. It was interesting in the first half and then just became more and more boring and repetitive. I skimmed the second half of the book and it didn't seem worth reading in depth and had the typical self help crap like you'll feel better if you do yoga blah blah blah. I've had traumatic things happen to me but the more I read the less I identified with what I was reading and the less helpful I found it to be.
bk1028,"Reviewed in the United States on March 5, 2023",2.0 out of 5 stars,Book arrived creased and cover torn in area's.
Miranda,"Reviewed in the United States on February 19, 2023",2.0 out of 5 stars,The font is VERY tiny.
Erin,"Reviewed in the United States on February 14, 2023",2.0 out of 5 stars,It would’ve been better had I not received a used copy with a coffee ring on it & a rip on the front.
Autumn,"Reviewed in the United States on January 24, 2023",2.0 out of 5 stars,"Where pages 127-190 should be, there is a reprint of pages 63-126. Very disappointing."
Caroline Douglas,"Reviewed in the United States on January 5, 2023",2.0 out of 5 stars,"I’ve read hundreds of books. Couldn’t get past the section on anatomy. Went to listen to the gist of it on YouTube, and even that was hard to find compelling. This is probabaly a great book for people dealing with trauma. I’d read it more out of a friends recommendation, and it didn’t resonate."
Jborelli,"Reviewed in the United States on November 16, 2022",2.0 out of 5 stars,"I thought this was a book for laymen, but it's more of a scientific medical journal. I'm sure it's written well, although long winded (like most books to fill pages) but to me it is uninspiring and dry. Seems like a lot of people like it, so obviously this is just my opinion, but thought it might help someone else save the $20 I wasted."
Kindle Customer,"Reviewed in the United States on November 7, 2022",2.0 out of 5 stars,"This book should come with a trigger warning for persons who have experienced molestation or other related trauma. I started reading it thinking that it's going well so far as I read about the author's work with a Vietnam vet called Tom until I came to a certain part. The author tells of how Tom killed innocent children and then raped an innocent Vietnamese woman in retalliation for his whole platoon being killed. I don't care how much the author tries to convince us that Tom was so traumatized thereafter or that it is his trauma that caused him to commit such horrendous acts. He didn't kill enemy soldiers in retalliation. No, he committed the most heinous acts towards innocent Vietnamese. I was extremely triggered and it made me feel sick to my stomach that we are expected to sympathise with this individual. I will never sympathise with such an act of hatred or revenge against innocents. The author is trying to convince us that these were acts of trauma. I wholeheartedly disagree; they were acts of hatred and revenge committed not against the persons who killed his platoon but against innocent children and an innocent woman. For all we know, racism or xenophobia could have been contributory factors. At that point, I stopped feeling any sympathy for Tom and couldn't help thinking that Tom should be arrested and tried for war crimes, thrown in a cell and made to live out his life with regret. I had to stop reading the book at that point as I got heart palpitations. There should have been a large trigger warning at the beginning of the chapter. I will only be able to continue this book after I have had time to collect myself."
Karen A. Vowell,"Reviewed in the United States on October 25, 2022",2.0 out of 5 stars,"The beginning chapters were interesting with scientific explanations of how the brain reacts chemically to trauma. There are quite a few graphic PTSD from soldiers and sexual abuse victims. Further into later chapters, it’s way too graphic on sexual abuse cases. Some things are just too graphic in my opinion. I’ve read other books on this topic that are informative, a lot easier to read and didn’t leave me with nightmares!"
